"e56f","lift: hand: up: land,ground,earth,space"
"edb8","Fast_speed: very: forward,to: land,ground,earth,space"
"ea5c","man: very: heal: hand: health,healthy: happy,joy: face: heart"
"e5f9","man: make,create: hand: person"
"e5fa","man: bring,carry,take: hand: thing"
"efad","woman: heart: bad: no,not: good"
"ea90","Bad: no,not: good: air"
"e05f","quiet,silence: no,not: afraid,fear,worry: mouth,said,speak,confession: heart"
"e4d7","smoke: soft: fire,hot,heat: village: many,much: neighbor: house: near,close"
"efae","Man: eat,food,meal: mouth,said,speak,confession: thing: fire,heat,hot"
"e451","bring,carry,take: hand: thing: village: many,much: neighbor: house: near,close"
"e606","small,few: happy,joy; face: land,ground,earth,space"
"ebde","Man: happy,joy: face"
"e0bc","Idol: mute: mouth,said,speak: no,not: thing: tree,plant,wood"
"ebdd","Man: happy,joy: face: land,ground,earth,space"
"e452","fire: village: many,much: neighbor: house: near,close"
"e570","heavy: hand: big: measure: village: many,much: neighbor: house: near,close"
"edb9","Man: cold: no,not: fire,heat,hot"
"e4d8","change,turn: change,turn: village: many,much: neighbor: house: near,close"
"edba","Cow: land,earth,ground,space"
"e0ef","Black: color: moon,night: land,ground,earth,space"
"edbb","Man: black: color: moon,night"
"eb6f","direction: land,ground,earth,space"
"e3a4","Man: chain,bound,arrest,imprisoned"
"e1ef","Many,much: war,battle,fight: people"
"e2bf","Man: prison: house: chain,bound,arrest,imprisoned"
"eb20","near,close: village: many,much: neighbor: house: near,close"
"e070","know,knowledge: know,knowledge"
"edbc","Up: grow,growth,ripen: land,ground,earth,space"
"ebbe","man: go,travel,trip,journey"
"efaf","Horn: bone: head: face; village: many,much: neighbor: house: near,close"
"e3c6","Crown: thing: king,ruler,lord,master: cow: land,ground,earth,space"
"e465","king,lord,ruler,master: village: many,much: neighbor: house: near,close"
"e3c7","Cover: straight: thing: land,ground,earth,space"
"e3a5","Spy: eye,see: mute: mouth,said,speak,confession: no,not: person: road,path,way"
"eb07","ignorant,ignorance: know,knowledge: no,not: village: many,much: neighbor: house: near,close"
"eb31","time,when: village: many,much: neighbor: house: near,close"
"e034","King,ruler,lord,master: mouth,said,speak,confession"
"ed0c","Backward: Hand: same,equal"
"efea","OT: man: small,few: old: no,not: new"
"e496","bad: no,not: good: people"
"ec54","end,finish: sleep,rest,lie_down: person"
"e11e","thing"
"e42a","door: village: many,much: neighbor: house: near,close"
"e5fb","man: pour: cup,drink"
"e5fc","man; end,finish"
"e5c7","big: death,dead,die: no,not: heart: village: many,much: neighbor: house: near,close"
"e3da","Very: strong: hand: power,ability,can: big: knife,cut: land,ground,earth,space"
"ea6c","man: person: helper,attendant: help: straight: people"
"eb7e","praise,worship,exalt,dignify: mouth,said,speak,confession: good: tree,plant,wood: village: many,much: neighbor: house: near,close"
"e5fd","man: very: stand: up: straight: person"
"e3e2","Man: very: sharp: knife,cut"
"ebbf","have: hand: .: mute: mouth,said,speak,confession: no,not: thing"
"e44b","happy,joy: face: land,ground,earth,space"
"e169","Man: very: no,not: knife,cut"
"e5fe","man: Baal: have: hand: .: mute: mouth,said,speak,confession: no,not: thing"
"e3c8","Allow,permission.permit: abide,dwell: house: alive,live,life: good: heart: land,ground,earth,space"
"e0bd","King,ruler,lord,master: direction: land,ground,earth,space"
"e4d9","mute: mouth,said,speak,confession: no,not: thing: village: many,much: neighbor: house: near,close"
"e488","man: questioned,ask: mouth,said,speak,confession: ?: or"
"e5cc","man: kill,destruction,destroy: knife,cut: person: many,much"
"e0a6","very: small,few: person"
"ea67","ignorant,ignorance: know,knowledge: no,not: land,ground,earth,space"
"e325",""
"e17d","no,not: good"
"e26f","soft: box"
"e5ff","man: very: search: hand: eye,see"
"eca1","Man: prophesy: eye,see: forward,to: donkey: small,few: horse"
"ebff","Man: bad: no,not: good: king,ruler,lord,master"
"e3c0","Idol: mute: mouth,said,speak,confession: no,not: thing: land,ground,earth,space"
"e2f6","Man: idol: mute: mouth,said,speak,confession: no,not: thing"
"e600","man: make,create: hand: person: thing"
"ec55","house: money,wealth,wealthy: hand"
"e2b1",""
"e24a","Water,wet: person"
"e36d","man: forgive,forgiveness; no,not: kill,destroy,destruction: knife,cut: person"
"ea97","man: happy,joy: face: many,much"
"ed02","Man: shake"
"ec2f","man: encourage: free,freedom: no,not: chain,imprisoned,bound,arrest: heart"
"eb69","man: water,wet"
"e362","man: up: water,wet"
"e36b","man: blind: no,not: eye,see"
"edbd","Woman: perfume,fragrant: good: nose,smell"
"e3a6","Soft: land,ground,earth,space"
"e19f","small,few: net"
"e4af","woman: seven"
"e4da","humble,humility: small,few: mouth,said,speak,confession: me,I: village: many,much: neighbor: house: near,close"
"ecef","Shield: animal"
"e227","bear_with: very: with: same,equal: people"
"e103","animal: bad: no,not: good"
"e0e4","hand: pain,hurt: knife,cut: heart"
"ea4a","good: eye,see"
"e066","know,knowledge: ?"
"e83a","change,turn: person"
"e839","change,turn: thing"
"e122","Sleep,rest,lie_down,person: straight"
"e1ee","Man: same,equal: part,some"
"e3a7","Well: water,wet: hole"
"eef9","Eye,see: well: water,wet: hole"
"edbe","Man: hole"
"e42b","well: water,wet: hole: village: many,much: neighbor: house: near,close"
"edbf","Promise: mouth,said,speak,confession: work,do: village: many,much: neighbor: house: near,close"
"e107","backward: thing"
"e21e","very: mouth,said,speak,confession: desire,like,want,will: love,compassion: heart"
"e116","thing: thing"
"efb1","Man: camel"
"e1ed","Man: king,lord,ruler,master: near,close"
"edc1","Eat,food,meal: mouth,said,speak,confession: thing: village: many,much: neighbor: house: near,close"
"e06f","know,knowledge: cross"
"e0be","Small,few: sound,noise: ear,hear: thing"
"e29d",""
"edc2","Man: big: people"
"e453","man: loud: very: ear,hear"
"e4db","here: very: land,ground,earth,space: land,ground,earth,space"
"e1a4","OT: man: man"
"e4b0","man: tool: tool"
"e59c","lightning: storm: eye,see: village: many,much: neighbor: house: near,close"
"e3db","Need,have_to: hand: very: change,turn: land,ground,earth,space"
"e5cd","hand: land,ground,earth,space"
"eb4b","man: hand"
"e3c9","Pain,hurt: knife,cut: heart: land,ground,earth,space"
"eda3","Man: very: fire,heat,hot"
"edc3","Man: very: bad: no,not: good"
"eb13","no,not: walk: village: many,much: neighbor: house: near,close"
"e2d0","Hail_storm: cloud: soft: thing: hard: no,not: village: many,much: neighbor: house: near,close"
"efb2","Man: hail_storm: cloud: soft: thing: hard: no,not"
"efb3","Man: trouble: heart: bad: no,not: good"
"eb9e","woman: victory,prevail,triumph: king,lord,ruler,master: war,fight,battle"
"e117","thing: ."
"e21f","very : good"
"e59d","stomach: eat,food,meal: mouth,said,speak,confession: thing: village: many,much: neighbor: house: near,close"
"e4dc","walk: mouth,said,speak,confession: village: many,much: neighbor; house: near,close"
"e4b8","very: dry: no,not: water,wet; land,ground,earth,space"
"e546",""
"e547","have: hand: .: mute: mouth,said,speak,confession: no,not: village: many,much: neighbor: house: near,close"
"e571","through,pass: thing: forward,to: river,stream: land,ground,earth,space"
"e4b9","fish: fish: village: many,much: neighbor: house: near,close"
"e454","up: grain,wheat: village: many,much: neighbor: house: near,close"
"e59e","valley: village: many,much: neighbor: house: near,close"
"e43a","house: house: village: many,much: neighbor: house: near,close"
"e479","no,not: knife,cut: village: many,much: neighbor: house: near,close"
"e4ba","happy,joy: face: tongue: mouth,said,speak,confession: clothing,fabric: land,ground,earth,space"
"e42c","anger,angry: village: many,much: neighbor: house: near,close"
"e3dc","House: land,ground,earth,space"
"e491","dust: small,few: part,some: land,ground,earth,space: village: many,much: neighbor: house: near,close"
"e59f","horse: chair,sit: village: many,much: neighbor: house: near,close"
"e572","full: cup,drink: wall"
"e5a0","very: divide,division,separate,split: backward: forward: village: many,much: neighbor: house: near,close"
"e4bb","help: straight: people: village: many,much: neighbor: house: near,close"
"e423","open: no,not: closed: land,ground,earth,space"
"e4e7","dream,vision: eye,see: sleep,rest,lie_down: person: village: many,much: neighbor: house: near,close"
"e4f9","sun,day: house: village: many,much: neighbor: house: near,close"
"e573","good: tree,plant,wood: land,ground,earth,space"
"e349","house: pain,hurt: knife,cut: heart: village: many,much: neighbor: house: near,close"
"edc4","Hei: village: many,much: neighbor: house: near,close"
"eba0","love,compassion: person: lake: small,few: water,wet"
"ea45","birth,born: start,beginning: person: village: many,much: neighbor: house: near,close"
"e348","Cross: horse: village: many,much: neighbor: house: near,close"
"e340","harvest: hand: grain,wheat: village: many,much: neighbor: house: near,close"
"e1e0","OT: man: clean,pure: water,wet: good: village: many,much: neighbor: house: near,close"
"e1a0","OT: man: clean,pure: water,wet: good"
"e548",""
"e195","no,not: trust: love,compassion: true,truth: good: measure"
"e09e","good: many,much"
"e118","thing: stick"
"e0bf","Man: very: power,can,ability: big: knife,cut"
"e574","lightning: storm: eye,see: land,ground,earth,space"
"e466","shield: village: many,much: neighbor: house: near,close"
"e22c","book,read,learn: cross"
"e120",""
"e492","man: fruit: building"
"eefa","Woman: strong: hand: power,ability,can: big: knife,cut"
"efeb","Man: humble,humility: small,few: mouth,said,speak,confession: me,I"
"e601","man: put,put_verb: hand: thing: right"
"e25c",""
"edc5","Man: bad: no,not: good: forward,to"
"e235","start,beginning: person"
"eb48","break: knife,cut: all,whole: land,ground,earth,space"
"ecd2","Bad: no,not: good: tongue: mouth,said,speak,confession: clothing,fabric"
"e4bc","but: thing: clothing,fabric: village: many,much: neighbor: house: near,close"
"eb86","color: moon,night"
"e05b","mouth,said,speak,confession: bad: no,not: good: god: king,lord,ruler,master: man: love,compassion"
"eb8d","man: small,few: tree,plant,wood"
"e05c","mouth,said,speak,confession: gift: hand: love,compassion"
"ea21","happy,joy: face: many,much"
"e192","no,not: eye,see"
"e087","hand: water,wet"
"ecda","River,stream: color"
"e14b","big: mouth,said,speak,confession: me,I"
"e265",""
"ea54","man: fast_speed: very: forward,to"
"e143","person"
"e4bd","man: toe: foot: person: part,some"
"e602","man: one: birth,born: start,beginning: person "
"e575","cry: sad,grieve: water,wet: land,ground,earth,space"
"e0b2",""
"e22a",""
"e119","thing"
"e210","face: down"
"ecc8","String: war,battle,fight"
"e384",""
"e29e",""
"e001","small,few: man"
"e002","small,few: man"
"e4be","up: arise,ascend: village: many,much: neighbor: house: near,close"
"efec","Sheep: soft: keep: very: have: hand: .: village: many,much: neighbor: house: near,close"
"e246","tree,plant,wood"
"e196","no,not: afraid,fear,worry: mouth,said,speak,confession: heart"
"e05d","mouth,said,speak,confession: grain,wheat"
"e0e1","knife,cut: all,whole"
"e2db","In_front: thing: body: person"
"ecd5","Shield: body: person"
"ecee","Mouth,said,speak,confession: air"
"ebdb","Bad: no,not: good: forward,to: money,wealth,wealthy"
"eefb","Make,create: hand: person: rock: hard: soft: no,not: thing"
"e015","start,beginning: love,compassion: woman"
"e21b","very: sun,day"
"e088","hand: thing"
"eb2c","soft: metal"
"e006","man: love,compassion: small,few"
"e007","man: love,compassion: small,few"
"e17a","house: make,create: hand: person"
"e0a1",""
"e3e3","Man: empty: full: cup.drink"
"ec86","Heavy: weigh: hand: big: measure: person"
"ecd0","Kill,destroy,destruction: knife,cut: person: fire,hot,heat"
"e0d7","straight: dead,death,die: no,not: heart"
"e11a","thing: clothing,fabric"
"e32a","forward,to: money,wealth,wealthy"
"e1a5","Man: least,smallest: very: small,few: know,knowledge"
"e370","man: big: king,lord,ruler,master"
"e346","Big: king,ruler,lord,master: land,ground,earth,space"
"ea77","man: crucify: kill,destroy,destruction: knife,cut: person: cross"
"ec56","man: have: hand: ."
"edc6","Old: no,not: new: village: many,much: neighbor: house: near,close"
"e2b2","Man: dog: small,few: animal"
"e040","mouth,said,speak,confession: near,close"
"e29f",""
"eba2","reed: big: grass: village: many,much: neighbor: house: near,close"
"e33d","promise: mouth,said,speak,confession: work,do: land,ground,earth,space"
"edc7","Man: promise: mouth,said,speak,confession: work,do"
"eb85","woman: king,lord,ruler,master"
"e33a","soft: village: many,much: neighbor: house: near,close"
"edc8","Fruit: people"
"eb74","horse: land,ground,earth,space"
"e19e","small,few: heart"
"e43d","knife,cut: soft: village: many,much: neighbor: house: near,close"
"e14f","person: hand: thing: tree,plant,wood"
"ecad","Man: cloak: big: clothing,fabric"
"ec87","justice: forward,to: hand: same,equal: land,ground,earth,space:"
"e115","thing: net"
"ec36","no,not: walk: island: water,wet: land,ground,earth,space"
"eda6","Hole: mountain"
"eb3d","small,few: village: many,much: neighbor: house: near,close"
"e0b8","person: book,read,learn: number"
"eb7a","lead,leader,manage: forward,to: person: war,fight,battle"
"ec88","part,some: believe,faith: know,knowledge: cross: time,when"
"e25f",""
"e298",""
"eb0e","river,stream: land,ground,earth,space"
"e31e",""
"e230","book,read,learn: part,some"
"ec82","horse: chair,sit"
"e3a8","Fast_speed: very: forward,to: spirit: no,not: person"
"e2da","Mouth,said,speak: grass"
"e200","small,few: person"
"e201","small,few: people"
"eb22","island: water,wet: land,ground,earth,space: cold: no,not: fire,heat,hot"
"ebe2","woman: grain,wheat"
"e021","love,compassion: or"
"ea8f","bad: no,not: good: fire,heat,hot: village: many,much: neighbor: house: near,close"
"e334","very: anointed: king,ruler,lord,master: appointed: call,beckon: mouth,said,speak,confession: near,close: person"
"eb90","follow: people: forward,to: king,lord,ruler,master: cross"
"e419","book,learn,read: write,pen"
"ebfc","cross: people"
"ec57","man: small,few: mouth,speak,said,confession"
"eb5b","hair: face: clothing,fabric: land,ground,earth,space"
"e250","knife,cut: flesh: soft: person"
"eb98","person: very: land,ground,earth,space"
"ecae","Woman: no,not: walk"
"eb8a","man: no,not: walk"
"ebec","Water,wet: dirt,soil,ground_soil: land,ground,earth,space"
"e248","water,wet: good"
"ece3","Man: good: spirit: no,not: person"
"ec58","man: all,whole: know,knowledge"
"ea76","big: clothing,fabric"
"ebb5","man: near,close: cross"
"e23f",""
"e147","clothing,fabric: person"
"e253",""
"e26e","soft: thing"
"ec14","thorn: village: many,much: neighbor: house: near,close"
"e148","soldier: person: war,fight,battle: many,much"
"e0f2","no,not: fire,heat,hot"
"e284",""
"ece8","Beast: animal: bad: no,not: good: village: many,much: neighbor: house: near,close"
"e25a","walk: near,close"
"ea3b","love,compassion: sleep,rest,lie_down: person"
"e058","mouth,said,speak,confession: !"
"ecec","Very: all,whole"
"eefc","Love,compassion: chain,imprisoned,bound,arrest: woman"
"ea7f","mouth,said,speak,confession: guilt,guilty: know,knowledge: wrong: no,not"
"eb08","no,not: understand,understanding: know,knowledge: very"
"e332","tie,knot: down"
"ea59","full: cup,drink: village: many,much: neighbor: house: near,close"
"eb81","man: sun,day"
"eb83","clothing,fabric"
"e21c","very: hard: soft: no,not: thing"
"e09a","good"
"ec59","man: many,much"
"eb5f","big: chair,sit"
"e0f7","body: forward,to; person"
"e0a2","big: land,ground,earth,space"
"e157","friend: person: love,compassion: land,ground,earth,space"
"eb96","big: farm,field: grain,wheat: land,ground,earth,space"
"e0f6","land,ground,earth,space"
"e21d","promise: mouth,said,speak,confession: very: work,do"
"e39a","straight: thing"
"eb36",""
"ebc3","person: thing: all,whole"
"ec22","God: king,lord,ruler,master: man: build: house: make,create: hand: person: love,compassion"
"ecaf","Man: grow: up: land,ground,earth,space"
"ec8d","flesh: soft: person: island: water,wet: land,ground,earth,space"
"eb3a","man: crooked: no,not: straight"
"eb39","no,not: straight"
"e038",""
"e128","people"
"eda4","Thing: king,lord,ruler,master"
"e03c","kill,destroy,destruction: knife,cut: person: cross"
"e146","person: thing"
"e20c","sad,grieve: water,wet"
"e274",""
"e05a","mouth,said,speak,confession: bad: no,not: good: fire,heat,hot"
"e254","clothing,fabric: window"
"e1e2","Land,ground,earth,space: man: all,whole: moon,night"
"edca","Man: all,whole: moon,night"
"e47b","man: two: dark: no,not: light: eye,see: sun,day"
"e610","man: big: soft"
"eb10","all,whole: work,do"
"ebe3","hand: sound,noise: ear,hear: thing"
"edcb","Sad,grieve: tree,plant,wood"
"eb88","good: island: water,wet: land,ground.earth,space: tree,plant,wood"
"eb59","Horse: tie,knot: land,ground,earth,space"
"e5a2","camel: village: many,much: neighbor: house: near,close"
"e4e8","fish: idol: mute: no,not: mouth,said,speak.confession: thing"
"e344","Person: mouth,said,speak,confession: land,ground,earth,space"
"ecb1","deceive.deception,false,lead_astray,lie: bad: no,not: true,truth: good: measure: village: many,much: neighbor: house: near,close"
"eb37","woman: cow"
"ec31","blood: hand: water,wet: village: many,much: neighbor: house: near,close"
"edcc","King,lord,ruler,master: or: earth,ground,land,space"
"edcd","Man: person: judge,judgement: king,lord,ruler,master: or"
"e259","walk: happy,joy: face"
"ea78","man: me,I: or"
"e4bf","sword: house: village: many,much: neighbor: house: near,close"
"e490","man: know,knowledge: very: me,I"
"ea17","no,not: light: eye,see: sun,day"
"e2f7","Man: law,lawful,commandment: book,read,learn: allow,permission,permit: mouth,said,speak: king,ruler,lord,master"
"e00c","small,few: woman: love,compassion"
"e00d","small,few: woman: love,compassion"
"e35e","man: appointed: call,beckon: mouth,said,speak,confession: near,close: person"
"e181","no,not: heart"
"e191","no,not: ear,hear"
"e43e","very: ear,hear: village: many,much: neighbor: house: near,close"
"e42d","man: loud: very: ear,hear"
"efb5","Woman: judge,judgement: king,lord,ruler,master: or"
